# Constructed from biom file
#OTU ID	F1A	F1B	F1C	F1D	F1E	F2A	F2B	F2C	F2D	F2E	F3A	F3B	F3C	F3E	N1A	N1B	N1C	N1D	N1E	N2A	N2B	N2D	N2E	N3A	N3B	N3C	N3D	N3E
d829bee4984f82ffc2453212157caf96	9.0	0.0	43.0	20.0	0.0	0.0	11.0	0.0	0.0	45.0	5.0	0.0	0.0	0.0	0.0	35.0	10.0	95.0	123.0	48.0	50.0	115.0	0.0	253.0	0.0	111.0	15.0	0.0
bc56a7361c9a3b49f1f1c51874321e12	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	24.0	57.0	48.0	0.0	670.0	27.0	0.0	98.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
04ecfad5772d2e09a84a0f5ef460536c	8.0	0.0	0.0	0.0	36.0	0.0	0.0	5.0	0.0	30.0	6.0	0.0	0.0	87.0	0.0	11.0	0.0	66.0	76.0	33.0	48.0	178.0	0.0	193.0	30.0	7.0	42.0	104.0
3ebe761bfb1238c87195d431f41bf976	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	32.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	61.0	320.0	0.0	31.0	192.0	0.0	58.0	0.0	144.0
4608fae4bbc9964cdd17af8782f2155e	0.0	0.0	22.0	18.0	49.0	22.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	17.0	0.0	32.0	56.0	94.0	96.0	24.0	0.0	207.0	0.0	47.0	0.0	48.0
fd496fd32dc8c08ade2e8b6c9d8ee13d	5.0	0.0	0.0	0.0	26.0	12.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	10.0	34.0	13.0	23.0	13.0	16.0	70.0	81.0	57.0	0.0	250.0	0.0	107.0	20.0	0.0
681c1740d5917dc84caacdd55ece7ca2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	34.0	57.0	68.0	347.0	141.0	43.0	99.0	0.0	0.0	12.0	0.0
83e948f389f9d97b0c975afc880989e8	0.0	0.0	43.0	4.0	68.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	145.0	38.0	0.0	40.0	289.0	0.0	107.0	0.0	15.0	0.0	0.0
4d04e6a8931d28d6d8ab862440dbad40	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	304.0	73.0	12.0	22.0	60.0	0.0	153.0	0.0	39.0	0.0	0.0
394eda29c886632f514dd94b58381186	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	11.0	0.0	0.0	0.0	16.0	0.0	0.0	23.0	487.0	0.0	60.0	116.0	0.0	0.0	0.0	0.0	4.0	0.0	25.0
c845eda99662b5a88a8c8e979ec07dd0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78db7fa6b16b73b101fbb8b282b5330e	32.0	47.0	135.0	11.0	145.0	49.0	8.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0
dcba105f35d8ebc9e22269c7491ad3a7	78.0	0.0	32.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	118.0	0.0	0.0	79.0	25.0	33.0	17.0	69.0
22b3c70cdfb1714224e1bf8a6314bee9	0.0	23.0	19.0	0.0	0.0	7.0	0.0	0.0	52.0	11.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	21.0	31.0	0.0	242.0	82.0	3.0	114.0	10.0	5.0	0.0	0.0
0ed3a6836e138f14044f6950ad7280d2	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	535.0	26.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
685a1812a6e46f72d7cf1f4a060b8e96	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b7ae2d92c6199a9e58c97d0e75865d36	0.0	0.0	5.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	18.0	47.0	32.0	38.0	74.0	95.0	0.0	81.0	39.0	13.0	0.0	0.0
34a2c022d8329ca321cb476c582d2c85	0.0	0.0	0.0	0.0	19.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	278.0	22.0	0.0	0.0	0.0	215.0	0.0	0.0	7.0	0.0
0105b49442bf6a6c6d58afd410ba3dbf	39.0	29.0	89.0	24.0	126.0	0.0	0.0	0.0	19.0	0.0	0.0	79.0	58.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
4a4bfd2e9555ca374c15fd29a71c36d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	64.0	21.0	0.0	0.0	0.0	78.0	21.0	77.0	0.0	0.0	217.0	0.0	25.0	0.0	8.0
0fa9b44d52836d2f173f4ac532f8a013	0.0	0.0	0.0	0.0	11.0	16.0	0.0	0.0	5.0	0.0	0.0	97.0	10.0	0.0	21.0	0.0	0.0	0.0	0.0	20.0	45.0	41.0	0.0	148.0	0.0	10.0	94.0	0.0
162dcb3929e23b071e65fda88174be74	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	6.0	8.0	0.0	0.0	0.0	16.0	29.0	13.0	0.0	0.0	0.0	27.0	229.0	40.0	8.0	118.0	0.0	0.0	0.0	0.0
9d127ac8ec1a7b03befe92229847b811	0.0	0.0	0.0	0.0	87.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	19.0	0.0	58.0	0.0	0.0	67.0	0.0	173.0	0.0	55.0	0.0	0.0
678ababfb327c886a119cb683fc79446	0.0	0.0	5.0	0.0	51.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	89.0	64.0	96.0
85c44c83eddc5d3028261a1000b7d0e1	0.0	0.0	0.0	0.0	18.0	0.0	11.0	0.0	211.0	8.0	0.0	5.0	0.0	0.0	30.0	0.0	0.0	138.0	10.0	9.0	22.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
e5c19d7800b18015f3a917fc015fc42f	0.0	0.0	3.0	0.0	14.0	0.0	0.0	0.0	26.0	10.0	0.0	9.0	0.0	17.0	14.0	0.0	0.0	0.0	34.0	36.0	89.0	45.0	31.0	65.0	7.0	26.0	0.0	36.0
8048c6d48b7eb0a432dc4aa28e73ecce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dcec0c7d8cc666202ccbf0ab606efd0a	0.0	2.0	0.0	0.0	33.0	0.0	0.0	5.0	0.0	0.0	0.0	11.0	0.0	9.0	0.0	7.0	0.0	33.0	57.0	38.0	44.0	80.0	0.0	132.0	0.0	0.0	0.0	2.0
09f9294499192d4eecf29e85501cc425	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f6edbcb91f18c1dcc550ce2c68333165	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	27.0	20.0	5.0	0.0	0.0	0.0	33.0	14.0	0.0	102.0	32.0	9.0	12.0	26.0	0.0	65.0	0.0	10.0	0.0	18.0
3b94c19ef326eea0918e1c3d244c999c	0.0	0.0	0.0	0.0	0.0	423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c06ccd1f7d57566ef669942328b1a946	0.0	0.0	0.0	0.0	56.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	55.0	0.0	38.0	0.0	23.0	0.0	0.0
f7447c8e079023f4f2579d8580575dd3	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	177.0	0.0	10.0	0.0	0.0
2bd9309f2f97cae51d18d06ea1ca519a	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	283.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886813d6c66ef41ef648c9b92ffde619	0.0	0.0	16.0	0.0	0.0	10.0	0.0	0.0	0.0	38.0	0.0	18.0	0.0	81.0	20.0	0.0	0.0	52.0	15.0	0.0	0.0	54.0	0.0	57.0	0.0	34.0	0.0	7.0
5a6c87d6a4eb5e114959f6192f29b641	0.0	0.0	0.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	4.0	0.0	0.0	0.0	0.0	44.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
f968254345bd05c204aee9646945cfa0	0.0	0.0	0.0	0.0	24.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	29.0	50.0	36.0	21.0	0.0	0.0	138.0	0.0	31.0	10.0	0.0
10dc0811cf67e561ad0097a92ebc6914	0.0	0.0	25.0	0.0	53.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	26.0	33.0	69.0	66.0	0.0	46.0	0.0	0.0
1efe887de1bdd596c9461281fe80d17f	10.0	8.0	0.0	17.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	27.0	0.0	0.0	0.0	0.0	52.0	17.0	0.0	51.0	0.0	0.0	13.0	0.0	8.0	0.0	9.0
fd70ba3cd244f3b5728380880773f8a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bcba47620c299fd34809f143e3d26dff	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	32.0	26.0	98.0	52.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0
2bbb28b70c3a3757e48663f4d0003ecc	0.0	20.0	50.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	22.0	0.0	0.0	72.0	12.0	22.0	20.0	53.0
b5403e3d3e7f5a219e1fbe3cceee2261	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	8.0	16.0	0.0	0.0	0.0	0.0	21.0	13.0	7.0	41.0	32.0	0.0	50.0	0.0	0.0	65.0	9.0	45.0	25.0	0.0
b6c83c9dcc47d41e1ea5831f40966169	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	58.0	19.0	7.0	0.0	31.0	0.0	8.0	27.0	0.0	0.0	95.0	0.0	26.0	0.0	0.0
9207bf5e78e77c8ecb9d079b8ce7dc8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	18.0	23.0	27.0	0.0	106.0	60.0	0.0	34.0	0.0	50.0	0.0	0.0
6a4c0e5943a7eb8c9f0b5b5e69171828	0.0	0.0	0.0	0.0	23.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
d114fb4c335125128be28401522dd41a	0.0	0.0	12.0	0.0	56.0	3.0	10.0	0.0	0.0	31.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	16.0	0.0	71.0	0.0	16.0	58.0	0.0	12.0	0.0	0.0
bdf8a26094624622d68509a87fa75ba7	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	10.0	0.0	0.0	38.0	37.0	14.0	31.0	45.0	0.0	46.0	0.0	25.0	0.0	31.0
d15bd1dcb9de71d7452648673a59f5b8	0.0	0.0	0.0	20.0	36.0	0.0	0.0	0.0	35.0	0.0	0.0	5.0	0.0	12.0	42.0	0.0	9.0	35.0	23.0	34.0	0.0	0.0	0.0	45.0	0.0	0.0	24.0	0.0
b03d2e5ac94c7a0d115e5c542e9315e8	0.0	0.0	0.0	0.0	0.0	285.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
d0b9c330738973d81ad218cf04665972	0.0	0.0	20.0	0.0	43.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	101.0	0.0	63.0	15.0	0.0	0.0	0.0
df8456a1abbfb4c8a2c450b44378d4cb	0.0	0.0	0.0	0.0	0.0	11.0	20.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	19.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7fe920f806b6e59ba7fd98744b92ab55	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	144.0	19.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0
8abdf967e5b46a4af2dc34923219a392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	39.0	0.0	0.0	118.0	0.0	71.0	21.0	7.0
628f3491b9028053ca9eb7aee7233665	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	28.0	0.0	171.0	20.0	0.0	16.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
922d33a2963d3e87a3d4df6b82371235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	33.0	52.0	0.0	50.0	0.0	21.0	0.0	0.0	36.0	31.0	0.0
d892d40bc79d0c356bd2886ce8d120ee	0.0	0.0	0.0	0.0	21.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	47.0	24.0	37.0	16.0	35.0	0.0	56.0	0.0	0.0	0.0	15.0
cdf2b7893a7c66be2475defd929d7c02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	77.0	0.0	36.0	0.0	56.0
43904939ba355dce37c93c12823b71e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
497a26126c9e726c768bdec79e8c4e9b	0.0	0.0	0.0	0.0	89.0	0.0	10.0	0.0	0.0	25.0	0.0	0.0	0.0	32.0	0.0	0.0	9.0	81.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
ff9d93d7b7e46787568f2d241caeaf3b	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	182.0	27.0	0.0	16.0	0.0	0.0	0.0	0.0
e8386d3a307c208c4b9f0a756259cd6b	0.0	0.0	0.0	0.0	69.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	91.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
945184b6386c192c0066e0a98a154780	0.0	0.0	0.0	0.0	36.0	0.0	8.0	0.0	16.0	48.0	0.0	0.0	0.0	12.0	6.0	0.0	0.0	17.0	0.0	32.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08bdc6c81f6b9daab3d132b54e1d45bc	3.0	0.0	0.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	48.0	21.0	21.0	20.0	24.0	0.0	32.0	14.0	11.0	18.0	21.0
80c69aacc40c9a60689b98a8fe36fdd5	0.0	0.0	13.0	0.0	0.0	10.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0
828a7eb3ac1c808e46f3b328a450b36d	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	42.0	22.0	0.0	36.0	5.0	0.0	13.0	0.0	0.0	0.0	0.0
326fee9660b85833034963ad2d1134eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	47.0	0.0	0.0	0.0	50.0	59.0	7.0	0.0	0.0	46.0	29.0	0.0	10.0	0.0	0.0
374b724806294b861c4ed5cfb74e2f31	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	35.0	36.0	0.0	0.0	49.0	21.0	0.0	22.0	0.0	0.0	69.0	0.0	15.0	0.0	0.0
6fd05e11fe57bb5ba9fd3b0fdd8b80f1	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	14.0	13.0	23.0	0.0	0.0	21.0	142.0	0.0	0.0	0.0	0.0
768df033a193663e6e7d80b72ac32035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c7c40b0f480f3edee216585ec048011d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	30.0	0.0	59.0	44.0	0.0	48.0	0.0	0.0	23.0	25.0
100e6a66b6fd7421eee2b5a565351964	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	20.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	20.0	0.0	0.0	16.0	58.0	0.0	35.0	43.0	0.0
f3384f1f36a908bd09b3c265bac26f8c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44cf3d3e7a91fb698ee87c3808f9b1bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	38.0	0.0	15.0	0.0	0.0
bc6c345a2feb70d3210ba7f89530c5b0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	10.0	0.0	0.0	66.0	0.0	0.0	12.0	0.0	9.0	0.0	0.0
acc6343bd9e45df1490094a923761d77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26f173c04574871aba8876838e2d9e61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	11.0	7.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	53.0	12.0	0.0	0.0	42.0
0f18144d308ada95632ab5193d92073f	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	43.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0
730a364f420288a95b9d6feb7ea3674c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	0.0	0.0	0.0	3.0	0.0	4.0	10.0	54.0	30.0	14.0	15.0	0.0	25.0	64.0	0.0	0.0	2.0	0.0
a51af6f7d3369f355257160b33da3cff	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	15.0	32.0	0.0	43.0	0.0	90.0	5.0	20.0	0.0	0.0
39c47f3d76baee36a286c74330d36b6f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	138.0	15.0	64.0	0.0	0.0	0.0	0.0
7fb08fa9b7b2eef6a3db57d0de769227	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	12.0	189.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
b32c31cdf2e8499f2dcf74dc1dca50df	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	25.0	14.0	13.0	35.0	0.0	0.0	57.0	0.0	61.0	0.0	0.0
cc761daf51f27c423da57f3f1f0ff5cc	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	13.0	44.0	94.0	0.0	9.0	0.0	32.0	0.0	0.0	0.0	0.0
b0546a8c6a38415c52d2dc916319d3fd	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	18.0	17.0	0.0	35.0	0.0	21.0	2.0	85.0	0.0	0.0	0.0	0.0
868e0165fe32a8925b7f20afa5e1dbfc	12.0	22.0	33.0	0.0	108.0	0.0	0.0	0.0	30.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f721d83108dd078d9769b367dfa3c1d9	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	52.0	0.0	0.0	34.0	42.0	0.0	47.0	0.0	0.0	0.0	0.0
7ff346973a282aa55de296afdb5d74af	0.0	0.0	0.0	0.0	62.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	14.0	23.0	0.0	0.0	0.0	59.0	0.0	13.0	0.0	0.0
ca6c2b3b469c08212142e8821c65882a	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	45.0	0.0	78.0	0.0	0.0	33.0	0.0
